Model,SoldPrice,Kilometers,Year,Owner,ConditionScore,Brand,Age,OwnerRank,FuelType_Diesel,FuelType_Petrol,Transmission_AUTOMATIC,Transmission_MANUAL,FeaturesVector
alto,1922.39,37485,2010,First Owner,8.2,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.0427758699740809, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
elitei20 era,6281.99,16277,2018,First Owner,9.8,hyundai,8,1,0,1,0,1,"[0.14285714285714285, 0.017970263214529665, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
bolero power+,8937.59,23085,2018,First Owner,9.4,mahindra,8,1,1,0,0,1,"[0.14285714285714285, 0.025933134339530834, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
kwid rxt1.0 easy-r,3971.99,8451,2016,First Owner,9.2,renault,10,1,0,1,1,0,"[0.28571428571428564, 0.008816704250919332, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
wagon r1.0,3934.79,50060,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.057484022793835556, 0.75, 0.0, 1, 0, 1, 0]"
xuv500 w8,9140.39,119932,2015,Second Owner,8.2,mahindra,11,2,1,0,0,1,"[0.35714285714285715, 0.13920871892281347, 0.5499999999999998, 0.5, 0, 1, 1, 0]"
city smt,4826.39,99588,2011,First Owner,8.4,honda,15,1,0,1,0,1,"[0.6428571428571428, 0.11541367630133526, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
figo aspire1.5 trend,6724.79,35737,2018,First Owner,9.6,ford,8,1,1,0,0,1,"[0.14285714285714285, 0.04073134900955357, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
ritz vxibs,3178.79,61011,2013,First Owner,7.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.07029268931702708, 0.3999999999999999, 0.0, 1, 0, 1, 0]"
accent executive,2387.16,88506,2012,First Owner,8.2,hyundai,14,1,0,1,0,1,"[0.5714285714285714, 0.1024517876692461, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
duster85 ps,5774.39,51822,2013,First Owner,8.8,renault,13,1,1,0,0,1,"[0.49999999999999994, 0.05954491864022981, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
etios liva d4 d,3745.19,166250,2014,First Owner,9.0,toyota,12,1,1,0,0,1,"[0.42857142857142855, 0.19338384594511138, 0.75, 0.0, 0, 1, 1, 0]"
magna1.2,2459.99,44563,2010,First Owner,7.8,hyundaii10,16,1,0,1,0,1,"[0.7142857142857142, 0.05105454239222988, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
kwid rxt1.0 easy-rat,4255.19,38747,2018,First Owner,9.0,renault,8,1,0,1,1,0,"[0.14285714285714285, 0.04425194861094216, 0.75, 0.0, 1, 0, 0, 1]"
wagon r1.0,4567.19,48243,2015,First Owner,9.2,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.05535879705439267, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
baleno alpha1.2,6229.19,61456,2016,First Owner,8.8,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.07081317663351143, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
vitara brezza vdi,9334.79,32529,2017,First Owner,9.6,maruti,9,1,1,0,0,1,"[0.21428571428571425, 0.03697916179318992, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
grandi101.2 asta(o),6731.66,58141,2016,First Owner,9.2,hyundai,10,1,0,1,1,0,"[0.28571428571428564, 0.06693583853430772, 0.7999999999999998, 0.0, 1, 0, 0, 1]"
swift dzire vxi1.2 bs,6814.79,3813,2014,First Owner,9.6,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.0033919398152913323, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
eeco5,2978.39,55911,2011,First Owner,6.8,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.06432755377979059, 0.19999999999999996, 0.0, 1, 0, 1, 0]"
magna1.2,2230.64,83431,2013,Third Owner,8.2,hyundaii10,13,3,0,1,0,1,"[0.49999999999999994, 0.09651589299248627, 0.5499999999999998, 1.0, 1, 0, 1, 0]"
alto800,3134.39,21862,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.024502671445013145, 0.75, 0.0, 1, 0, 1, 0]"
city svmt,5870.39,42466,2015,First Owner,7.8,honda,11,1,0,1,0,1,"[0.35714285714285715, 0.04860181901544853, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
city smt,3316.79,95921,2011,First Owner,8.4,honda,15,1,0,1,0,1,"[0.6428571428571428, 0.11112462688662032, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
sportz1.2 at,3502.79,54471,2011,Second Owner,8.0,hyundaii10,15,2,0,1,1,0,"[0.6428571428571428, 0.06264328021633558, 0.5, 0.5, 1, 0, 0, 1]"
verna fluidic1.6 sx,4779.59,68355,2012,First Owner,8.8,hyundai,14,1,1,0,0,1,"[0.5714285714285714, 0.07888248449064761, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
city zx1.5,1391.99,153241,2007,Second Owner,6.8,honda,19,2,0,1,1,0,"[0.9285714285714284, 0.1781680717874821, 0.19999999999999996, 0.5, 1, 0, 0, 1]"
baleno delta1.2,6110.39,63655,2017,First Owner,9.2,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.07338520272103752, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
wagon r1.0,4042.79,65033,2017,Second Owner,9.2,maruti,9,2,0,1,0,1,"[0.21428571428571425, 0.07499695895051044, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
celerio zxi,5313.59,33556,2017,First Owner,9.4,maruti,9,1,0,1,1,0,"[0.21428571428571425, 0.038180376341570677, 0.8500000000000001, 0.0, 1, 0, 0, 1]"
elitei20 asta,6940.79,22061,2016,First Owner,9.0,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.024735428694407275, 0.75, 0.0, 1, 0, 1, 0]"
venue1.0 turbogdisx+,12978.0,10468,2019,First Owner,9.8,hyundai,7,1,0,1,1,0,"[0.07142857142857145, 0.011175856874175407, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
tuv300 t8,8229.96,80820,2017,Second Owner,9.2,mahindra,9,2,1,0,1,0,"[0.21428571428571425, 0.093461977524305, 0.7999999999999998, 0.5, 0, 1, 0, 1]"
brio1.2 vmti,3733.19,31719,2012,First Owner,8.6,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.03603175791374648, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
santro xing,3601.19,17702,2010,First Owner,9.6,hyundai,16,1,0,1,0,1,"[0.7142857142857142, 0.019636992261698683, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
zen estilo,2642.39,40177,2010,Second Owner,8.4,maruti,16,2,0,1,0,1,"[0.7142857142857142, 0.04592452583020651, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
eeco5 strwithac,3670.79,23704,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.026657138044932673, 0.75, 0.0, 1, 0, 1, 0]"
ritz,3964.79,41832,2010,First Owner,8.8,maruti,16,1,0,1,0,1,"[0.7142857142857142, 0.0478602707937607, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
etios,3482.39,54147,2011,First Owner,9.0,toyota,15,1,0,1,0,1,"[0.6428571428571428, 0.062264318664558206, 0.75, 0.0, 1, 0, 1, 0]"
etios,2457.59,72310,2012,First Owner,7.8,toyota,14,1,0,1,0,1,"[0.5714285714285714, 0.08350838861805354, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
amaze1.2 smti,7072.92,28944,2018,First Owner,9.8,honda,8,1,0,1,0,1,"[0.14285714285714285, 0.03278602240083839, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
brio1.2 exmti,3236.02,67484,2013,Second Owner,8.2,honda,13,2,0,1,0,1,"[0.49999999999999994, 0.07786373291164114, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
swift dzire ldibs,3643.19,154599,2014,First Owner,8.8,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.1797564353285737, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
swift lxi,1615.19,105021,2008,First Owner,8.2,maruti,18,1,0,1,0,1,"[0.857142857142857, 0.1217683001001207, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
alto k10 vxi(o),5299.19,7057,2018,First Owner,10.0,maruti,8,1,0,1,1,0,"[0.14285714285714285, 0.007186233870741361, 1.0, 0.0, 1, 0, 0, 1]"
swift dzire vxi1.2 bs,4393.19,53422,2012,First Owner,9.0,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.06141633371073537, 0.75, 0.0, 1, 0, 1, 0]"
verna fluidic1.6 sx,4319.99,84640,2011,Third Owner,8.6,hyundai,15,3,0,1,0,1,"[0.6428571428571428, 0.09792998100513703, 0.6499999999999999, 1.0, 1, 0, 1, 0]"
wagon r1.0,3315.59,24956,2012,Second Owner,8.8,maruti,14,2,0,1,0,1,"[0.5714285714285714, 0.028121520337603276, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
polo highline1.2 l,6031.19,53868,2016,First Owner,8.8,volkswagen,10,1,0,1,0,1,"[0.28571428571428564, 0.06193799066163879, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
kwid rxt1.0 easy-r,4603.19,32578,2017,First Owner,9.4,renault,9,1,0,1,1,0,"[0.21428571428571425, 0.03703647387972415, 0.8500000000000001, 0.0, 1, 0, 0, 1]"
ecosport1.5 titaniumplustivct,10963.19,13287,2017,First Owner,9.8,ford,9,1,0,1,1,0,"[0.21428571428571425, 0.014473056301522395, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
elitei20 asta1.4,6140.39,87142,2015,First Owner,8.2,hyundai,11,1,1,0,0,1,"[0.35714285714285715, 0.10085640632164011, 0.5499999999999998, 0.0, 0, 1, 1, 0]"
elitei201.2 magnaplus,8148.18,11146,2020,First Owner,9.8,hyundai,6,1,0,1,1,0,"[0.0, 0.01196886901030214, 0.9500000000000002, 0.0, 1, 0, 0, 1]"
ertiga,8395.19,23310,2017,First Owner,9.0,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.026196302083820677, 0.75, 0.0, 1, 0, 1, 0]"
elitei20 sportz,7040.39,6210,2017,First Owner,9.6,hyundai,9,1,0,1,0,1,"[0.21428571428571425, 0.0061955535177924785, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
tiago xt1.05,4207.19,47422,2017,First Owner,9.0,tata,9,1,1,0,0,1,"[0.21428571428571425, 0.05439852719633951, 0.75, 0.0, 0, 1, 1, 0]"
polo highline1.2 l,6251.99,75024,2015,First Owner,8.4,volkswagen,11,1,0,1,0,1,"[0.35714285714285715, 0.0866827764313986, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
city zx,2333.99,89708,2008,First Owner,8.4,honda,18,1,0,1,0,1,"[0.857142857142857, 0.1038576882409634, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
kwid1.0,3173.99,34265,2017,Second Owner,8.6,renault,9,2,0,1,0,1,"[0.21428571428571425, 0.03900964714468845, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
xuv500 w6,6752.4,90510,2013,First Owner,8.4,mahindra,13,1,1,0,0,1,"[0.49999999999999994, 0.10479573504505432, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
zen estilo,2039.99,75010,2011,First Owner,8.4,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.08666640154953167, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
baleno alpha1.2,9272.39,23424,2019,First Owner,9.8,maruti,7,1,0,1,0,1,"[0.07142857142857145, 0.0263296404075942, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
swift,8012.39,26591,2017,First Owner,9.6,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.03003387261277615, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
swift dzire,3983.99,97757,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.11327207568002545, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
elitei20 sportz(o),7034.39,39327,2015,Second Owner,9.2,hyundai,11,2,0,1,0,1,"[0.35714285714285715, 0.044930336574000425, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
alto800,2780.39,57434,2014,First Owner,8.6,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.06610890700002807, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
eeco5 strcngwithac,4199.99,44146,2018,First Owner,9.2,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.05056680483947937, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
grandi10 magna1.2,5401.19,12453,2017,First Owner,9.4,hyundai,9,1,0,1,0,1,"[0.21428571428571425, 0.01349758119602137, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
tucson new2 wdatgls,16540.79,76578,2016,First Owner,8.6,hyundai,10,1,1,0,1,0,"[0.28571428571428564, 0.08850038831862714, 0.6499999999999999, 0.0, 0, 1, 0, 1]"
city smt,4088.39,142543,2009,First Owner,8.4,honda,17,1,0,1,0,1,"[0.7857142857142856, 0.16565532277231426, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
kwid climber1.0,4709.99,6471,2017,First Owner,9.6,renault,9,1,0,1,1,0,"[0.21428571428571425, 0.006500828101168699, 0.8999999999999999, 0.0, 1, 0, 0, 1]"
wagon r1.0,2597.29,99248,2012,Second Owner,8.6,maruti,14,2,0,1,0,1,"[0.5714285714285714, 0.11501600059885282, 0.6499999999999999, 0.5, 1, 0, 1, 0]"
alto800,3009.59,55484,2016,Second Owner,9.4,maruti,10,2,0,1,0,1,"[0.28571428571428564, 0.06382811988284942, 0.8500000000000001, 0.5, 1, 0, 1, 0]"
alto k10,2855.99,45111,2014,First Owner,9.0,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.05169550205387804, 0.75, 0.0, 1, 0, 1, 0]"
grandi10 magna1.2,5367.4,41357,2016,First Owner,9.0,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.04730469444470436, 0.75, 0.0, 1, 0, 1, 0]"
swift,5942.39,50674,2014,First Owner,9.0,maruti,12,1,1,0,0,1,"[0.42857142857142855, 0.058202178327142064, 0.75, 0.0, 0, 1, 1, 0]"
tuv300 t8,6628.79,26053,2015,Second Owner,9.2,mahindra,11,2,1,0,1,0,"[0.35714285714285715, 0.029404609295318653, 0.7999999999999998, 0.5, 0, 1, 0, 1]"
city1.5 emt,2240.39,73112,2009,Third Owner,8.2,honda,17,3,0,1,1,0,"[0.7857142857142856, 0.08444643542214446, 0.5499999999999998, 1.0, 1, 0, 0, 1]"
jazz1.2 basei,3495.22,117168,2010,First Owner,8.4,honda,16,1,0,1,0,1,"[0.7142857142857142, 0.13597584938851512, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
zen estilo,1444.79,21726,2009,Second Owner,8.0,maruti,17,2,0,1,0,1,"[0.7857142857142856, 0.024343601164020172, 0.5, 0.5, 1, 0, 1, 0]"
brio1.2 smti,2861.99,133257,2013,First Owner,9.0,honda,13,1,0,1,0,1,"[0.49999999999999994, 0.1547940975568676, 0.75, 0.0, 1, 0, 1, 0]"
benz cclass220 edition,17046.44,25971,2014,Second Owner,9.6,mercedes,12,2,1,0,1,0,"[0.42857142857142855, 0.029308699272955242, 0.8999999999999999, 0.5, 0, 1, 0, 1]"
xuv500 w8,5325.59,91966,2012,First Owner,8.4,mahindra,14,1,1,0,0,1,"[0.5714285714285714, 0.10649872275921438, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
alto800,3289.19,34543,2016,First Owner,8.6,maruti,10,1,0,1,0,1,"[0.28571428571428564, 0.0393348055131888, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
magna1.2,3776.39,22998,2013,First Owner,8.6,hyundaii10,13,1,0,1,0,1,"[0.49999999999999994, 0.025831376145072093, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
era1.1,2019.59,36107,2011,First Owner,8.0,hyundaii10,15,1,0,1,0,1,"[0.6428571428571428, 0.04116411374460798, 0.5, 0.0, 1, 0, 1, 0]"
creta1.6 sxplus,10325.99,58585,2015,First Owner,8.8,hyundai,11,1,0,1,0,1,"[0.35714285714285715, 0.06745515621637302, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
eon eraplus,3880.79,19140,2017,First Owner,9.0,hyundai,9,1,0,1,0,1,"[0.21428571428571425, 0.021318926556315555, 0.75, 0.0, 1, 0, 1, 0]"
etios,3994.79,13134,2013,First Owner,8.4,toyota,13,1,0,1,0,1,"[0.49999999999999994, 0.014294102235405302, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
elitei20 asta1.2,7384.79,16509,2018,First Owner,9.8,hyundai,8,1,0,1,0,1,"[0.14285714285714285, 0.01824161839975297, 0.9500000000000002, 0.0, 1, 0, 1, 0]"
vitara brezza zdiplusdual,11173.99,19465,2018,First Owner,9.8,maruti,8,1,1,0,0,1,"[0.14285714285714285, 0.021699057742511997, 0.9500000000000002, 0.0, 0, 1, 1, 0]"
city smt,3748.79,102393,2011,First Owner,8.4,honda,15,1,0,1,0,1,"[0.6428571428571428, 0.11869450084681532, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
ritz vxibs,3512.39,100986,2011,Second Owner,8.4,maruti,15,2,0,1,0,1,"[0.6428571428571428, 0.1170488252191895, 0.6000000000000001, 0.5, 1, 0, 1, 0]"
swift dzire vdibs,5438.39,13830,2013,First Owner,9.4,maruti,13,1,1,0,0,1,"[0.49999999999999994, 0.01510816779107522, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
city zx,1801.19,123714,2008,Second Owner,8.2,honda,18,2,0,1,0,1,"[0.857142857142857, 0.143632276295721, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
eeco5 strcngwithac,3871.19,26407,2018,First Owner,9.4,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.02981865987966801, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
xuv500 w8,6635.99,120123,2015,First Owner,8.4,mahindra,11,1,1,0,0,1,"[0.35714285714285715, 0.13943211909685507, 0.6000000000000001, 0.0, 0, 1, 1, 0]"
elitei20 sportz(o),6951.59,33312,2015,First Owner,8.8,hyundai,11,1,0,1,0,1,"[0.35714285714285715, 0.03789498554331858, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
alto800,3475.19,24738,2018,First Owner,9.6,maruti,8,1,0,1,0,1,"[0.14285714285714285, 0.027866540034246892, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
corolla altis1.8,3599.99,52624,2010,Second Owner,8.4,toyota,16,2,0,1,1,0,"[0.7142857142857142, 0.06048296544432072, 0.6000000000000001, 0.5, 1, 0, 0, 1]"
grandi10 asta1.2 kappa,5522.39,50163,2016,First Owner,8.2,hyundai,10,1,0,1,0,1,"[0.28571428571428564, 0.05760449513899935, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
brio1.2 smti,3351.59,65954,2012,First Owner,8.6,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.0760741922504702, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
wagon r1.0,3662.38,60114,2010,Second Owner,8.0,maruti,16,2,0,1,0,1,"[0.7142857142857142, 0.0692435272431249, 0.5, 0.5, 1, 0, 1, 0]"
accord2.4 ati,3061.19,65929,2008,First Owner,8.4,honda,18,1,0,1,1,0,"[0.857142857142857, 0.07604495138999355, 0.6000000000000001, 0.0, 1, 0, 0, 1]"
vitara brezza,9104.39,23892,2018,First Owner,9.6,maruti,8,1,1,0,0,1,"[0.14285714285714285, 0.026877029315717078, 0.8999999999999999, 0.0, 0, 1, 1, 0]"
alto k10 vxi,4065.59,60866,2016,First Owner,8.6,maruti,10,1,0,1,1,0,"[0.28571428571428564, 0.0701230923262625, 0.6499999999999999, 0.0, 1, 0, 0, 1]"
ritz vxibs,4764.4,54073,2014,Second Owner,8.2,maruti,12,2,0,1,0,1,"[0.42857142857142855, 0.062177765717547316, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
santro xing,2098.79,58310,2011,First Owner,8.8,hyundai,15,1,0,1,0,1,"[0.6428571428571428, 0.06713350675112988, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
alto800,3226.64,52018,2015,First Owner,8.6,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.059774166986366735, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
city1.5 emt,2984.39,60632,2009,First Owner,8.2,honda,17,1,0,1,1,0,"[0.7857142857142856, 0.06984939787220107, 0.5499999999999998, 0.0, 1, 0, 0, 1]"
ertiga,6791.99,93867,2012,Second Owner,8.0,maruti,14,2,1,0,0,1,"[0.5714285714285714, 0.1087221977898588, 0.5, 0.5, 0, 1, 1, 0]"
alto k10,4058.39,21618,2017,First Owner,9.6,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.024217280646761045, 0.8999999999999999, 0.0, 1, 0, 1, 0]"
alto k10,2266.79,73444,2012,First Owner,8.8,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.08483475404927436, 0.7000000000000002, 0.0, 1, 0, 1, 0]"
celerio zxi,3693.96,33933,2014,Second Owner,9.2,maruti,12,2,0,1,0,1,"[0.42857142857142855, 0.03862132851755855, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
swift,3765.59,142412,2013,First Owner,8.6,maruti,13,1,0,1,0,1,"[0.49999999999999994, 0.1655021006634166, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
jazz1.2 basei,3618.06,100385,2012,First Owner,7.8,honda,14,1,0,1,0,1,"[0.5714285714285714, 0.11634587493333085, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
indica vista vx,4023.59,59345,2012,First Owner,7.8,tata,14,1,1,0,0,1,"[0.5714285714285714, 0.06834407837486316, 0.44999999999999996, 0.0, 0, 1, 1, 0]"
innova crysta2.4 vx8,17827.19,119373,2016,First Owner,9.0,toyota,10,1,1,0,0,1,"[0.28571428571428564, 0.1385548932825556, 0.75, 0.0, 0, 1, 1, 0]"
city smt,2991.59,103378,2010,Second Owner,8.2,honda,16,2,0,1,0,1,"[0.7142857142857142, 0.1198465907495953, 0.5499999999999998, 0.5, 1, 0, 1, 0]"
go,3796.79,42905,2015,First Owner,8.2,datsun,11,1,0,1,0,1,"[0.35714285714285715, 0.04911528852541849, 0.5499999999999998, 0.0, 1, 0, 1, 0]"
city smt,4078.79,73933,2011,Third Owner,8.4,honda,15,3,0,1,0,1,"[0.6428571428571428, 0.08540670528019763, 0.6000000000000001, 1.0, 1, 0, 1, 0]"
innova2.5 vx7 strbs,7221.59,134217,2012,First Owner,8.8,toyota,14,1,1,0,0,1,"[0.5714285714285714, 0.15591694659917094, 0.7000000000000002, 0.0, 0, 1, 1, 0]"
vitara brezza zdi,10070.39,39663,2017,First Owner,9.4,maruti,9,1,1,0,0,1,"[0.21428571428571425, 0.04532333373880659, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
santro xing,2144.39,84985,2008,First Owner,8.0,hyundai,18,1,0,1,0,1,"[0.857142857142857, 0.0983335048797148, 0.5, 0.0, 1, 0, 1, 0]"
elitei20 magna1.4,7502.39,52659,2015,Second Owner,9.6,hyundai,11,2,1,0,0,1,"[0.35714285714285715, 0.06052390264898803, 0.8999999999999999, 0.5, 0, 1, 1, 0]"
alto800,3107.24,29390,2013,Second Owner,8.8,maruti,13,2,0,1,0,1,"[0.49999999999999994, 0.033307679351741816, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
duster rxldiesel,4183.19,77490,2013,Second Owner,8.4,renault,13,2,1,0,0,1,"[0.49999999999999994, 0.0895670949088153, 0.6000000000000001, 0.5, 0, 1, 1, 0]"
alto k10,3841.19,39854,2014,Second Owner,8.8,maruti,12,2,0,1,0,1,"[0.42857142857142855, 0.0455467339128482, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
xcent sx1.1,3978.0,89930,2015,First Owner,9.0,hyundai,11,1,1,0,0,1,"[0.35714285714285715, 0.10411734708199605, 0.75, 0.0, 0, 1, 1, 0]"
celerio,3506.39,68547,2015,First Owner,7.8,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.07910705429910828, 0.44999999999999996, 0.0, 1, 0, 1, 0]"
alto k10,3812.39,15003,2015,First Owner,9.2,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.01648014896463961, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
swift,5177.99,8889,2015,First Owner,9.0,maruti,11,1,0,1,0,1,"[0.35714285714285715, 0.00932900412647023, 0.75, 0.0, 1, 0, 1, 0]"
alto800,2702.39,68344,2012,First Owner,8.6,maruti,14,1,0,1,0,1,"[0.5714285714285714, 0.07886961851203787, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
swift,5433.59,35855,2017,Second Owner,9.2,maruti,9,2,0,1,0,1,"[0.21428571428571425, 0.04086936587100336, 0.7999999999999998, 0.5, 1, 0, 1, 0]"
ciaz vdi+,6410.39,77225,2016,First Owner,9.4,maruti,10,1,1,0,0,1,"[0.28571428571428564, 0.08925714178776281, 0.8500000000000001, 0.0, 0, 1, 1, 0]"
vitara brezza zdi,8860.79,100205,2016,First Owner,9.0,maruti,10,1,1,0,0,1,"[0.28571428571428564, 0.11613534073789897, 0.75, 0.0, 0, 1, 1, 0]"
swift dzire vdibs,6946.79,97036,2015,First Owner,7.4,maruti,11,1,1,0,0,1,"[0.35714285714285715, 0.11242876926387889, 0.3500000000000001, 0.0, 0, 1, 1, 0]"
celerio vxi,5089.19,31307,2017,First Owner,9.4,maruti,9,1,0,1,0,1,"[0.21428571428571425, 0.03554986853309129, 0.8500000000000001, 0.0, 1, 0, 1, 0]"
sportz,2026.79,32009,2008,Second Owner,8.8,hyundaii10,18,2,0,1,0,1,"[0.857142857142857, 0.03637095189527561, 0.7000000000000002, 0.5, 1, 0, 1, 0]"
polo trendline1.2 l,3925.19,92305,2011,First Owner,8.0,volkswagen,15,1,1,0,0,1,"[0.6428571428571428, 0.10689522882727774, 0.5, 0.0, 0, 1, 1, 0]"
brio1.2 smti,4172.39,30713,2013,First Owner,8.4,honda,13,1,0,1,0,1,"[0.49999999999999994, 0.034855105688166105, 0.6000000000000001, 0.0, 1, 0, 1, 0]"
jazz1.2 v,6535.19,56894,2016,First Owner,9.0,honda,10,1,0,1,1,0,"[0.28571428571428564, 0.06547730441373245, 0.75, 0.0, 1, 0, 0, 1]"
creta1.6 sx,10976.39,144712,2016,First Owner,8.6,hyundai,10,1,1,0,1,0,"[0.28571428571428564, 0.16819225982726838, 0.6499999999999999, 0.0, 0, 1, 0, 1]"
swift dzire vxi1.2 bs,6422.39,37541,2014,First Owner,9.2,maruti,12,1,0,1,0,1,"[0.42857142857142855, 0.04284136950154859, 0.7999999999999998, 0.0, 1, 0, 1, 0]"
alto,1982.39,111848,2010,Second Owner,8.0,maruti,16,2,0,1,0,1,"[0.7142857142857142, 0.1297533942790841, 0.5, 0.5, 1, 0, 1, 0]"
swift,5060.39,62206,2012,First Owner,8.6,maruti,14,1,1,0,0,1,"[0.5714285714285714, 0.07169040244781091, 0.6499999999999999, 0.0, 0, 1, 1, 0]"
innova2.5 vx7 strbs,9478.79,122507,2014,First Owner,9.0,toyota,12,1,1,0,0,1,"[0.42857142857142855, 0.14222052755190837, 0.75, 0.0, 0, 1, 1, 0]"
wagon r1.0 lxi,2681.99,112297,2011,First Owner,8.6,maruti,15,1,0,1,0,1,"[0.6428571428571428, 0.13027856013324474, 0.6499999999999999, 0.0, 1, 0, 1, 0]"
